PlayerID,TeamName,PlayerName,PlayerRole,PlayerSalary
812,"Montreal Tigers","Nikhil Dutta",AllRounder,0.0
794,"Montreal Tigers","Niroshan Dickwella",WicketKeeper,0.0
622,"Brampton Wolves","Nitish Kumar",Batsman,0.0
806,"Montreal Tigers","Nizakat Khan",AllRounder,0.0
432,"Dindigul Dragons","NS Chaturved",WicketKeeper,0.0
432,"Dindigul Dragons","NS Chaturved",WicketKeeper,0.0
412,"VB Kanchi Veerans","NS Harish",Batsman,0.0
920,Kent,"Oliver Robinson",WicketKeeper,0.0
910,Kent,"Ollie Rayner",Bowler,0.0
694,Sussex,"Ollie Robinson",Bowler,0.0
561,"West Indies","Oshane Thomas",Bowler,0.0
561,"West Indies","Oshane Thomas",Bowler,0.0
735,Glamorgan,"Owen Morgan",AllRounder,0.0
409,"VB Kanchi Veerans","P Francis Rokins",Batsman,0.0
410,"VB Kanchi Veerans","P Sugendhran",AllRounder,0.0
763,"Winnipeg Hawks","Paul Van Meekeren",Bowler,0.0
865,Durham,"Peter Handscomb",WicketKeeper,0.0
706,Sussex,"Philip Salt",Batsman,0.0
445,Netherlands,"Philippe Boissevain",AllRounder,0.0
445,Netherlands,"Philippe Boissevain",AllRounder,0.0
445,Netherlands,"Philippe Boissevain",AllRounder,0.0
437,Netherlands,"Pieter Seelaar",AllRounder,0.0
437,Netherlands,"Pieter Seelaar",AllRounder,0.0
437,Netherlands,"Pieter Seelaar",AllRounder,0.0
785,"Lyca Kovai Kings","Pradosh Ranjan Paul",Batsman,0.0
728,Glamorgan,"Prem Sisodiya",Bowler,0.0
460,"United Arab Emirates","Qadeer Ahmed",Bowler,0.0
460,"United Arab Emirates","Qadeer Ahmed",Bowler,0.0
460,"United Arab Emirates","Qadeer Ahmed",Bowler,0.0
406,"VB Kanchi Veerans","R Divakar",Bowler,0.0
495,"TUTI Patriots","R Karthikeyan",Bowler,0.0
399,"VB Kanchi Veerans","R Sanjay Yadav",Batsman,0.0
523,"Ruby Trichy Warriors","R Sathyanarayan",Batsman,0.0
403,"VB Kanchi Veerans","R Silambarasan",Bowler,0.0
533,"Ruby Trichy Warriors","R Sonu Yadav",Bowler,0.0
711,Sussex,"R Topley",Bowler,0.0
434,"Dindigul Dragons","R Vivek",Batsman,0.0
434,"Dindigul Dragons","R Vivek",Batsman,0.0
618,"Western Storm","Rachel Priest",WicketKeeper,0.0
584,India,"Rahul Chahar",Bowler,0.0
584,India,"Rahul Chahar",Bowler,0.0
514,"TUTI Patriots","Rahul Raj",Batsman,0.0
402,"VB Kanchi Veerans","Rajagopal Sathish",AllRounder,0.0
422,"Dindigul Dragons","Ramalingam Rohit",AllRounder,0.0
422,"Dindigul Dragons","Ramalingam Rohit",AllRounder,0.0
449,"United Arab Emirates","Rameez Shahzad",Batsman,0.0
449,"United Arab Emirates","Rameez Shahzad",Batsman,0.0
449,"United Arab Emirates","Rameez Shahzad",Batsman,0.0
449,"Winnipeg Hawks","Rameez Shahzad",Batsman,0.0
405,"VB Kanchi Veerans","Rangaraj Suthesh",Bowler,0.0
704,Sussex,"Rashid Khan",Bowler,0.0
744,"Vancouver Knights","Rassie van der Dussen",Batsman,0.0
542,"Ruby Trichy Warriors","Rathnam AVR",Batsman,0.0
416,India,"Ravichandran Ashwin",AllRounder,0.0
416,India,"Ravichandran Ashwin",AllRounder,0.0
416,"Dindigul Dragons","Ravichandran Ashwin",AllRounder,0.0
416,"Dindigul Dragons","Ravichandran Ashwin",AllRounder,0.0
827,"Toronto Nationals","Ravinderpal Singh",AllRounder,0.0
573,India,"Ravindra Jadeja",AllRounder,0.0
573,India,"Ravindra Jadeja",AllRounder,0.0
540,"Ruby Trichy Warriors","Ravisrinivasan S Kishore",Bowler,0.0
742,"Vancouver Knights","Rayyan Pathan",AllRounder,0.0
685,"Surrey Stars","Rhianna Southby",WicketKeeper,0.0
685,"Surrey Stars","Rhianna Southby",WicketKeeper,0.0
464,"Lancashire Thunder","Ria Fackrell",Batsman,0.0
464,"Lancashire Thunder","Ria Fackrell",Batsman,0.0
834,Northamptonshire,"Ricardo Vasconcelos",WicketKeeper,0.0
833,Northamptonshire,"Richard Levi",Batsman,0.0
656,"Edmonton Royals","Richie Berrington",AllRounder,0.0
582,India,"Rishabh Pant",WicketKeeper,0.0
582,India,"Rishabh Pant",WicketKeeper,0.0
752,"Vancouver Knights","Rizwan Cheema",AllRounder,0.0
831,Northamptonshire,"Rob Keogh",Batsman,0.0
847,Northamptonshire,"Rob Newton",Batsman,0.0
826,"Toronto Nationals","Rodrigo Thomas",Batsman,0.0
451,"Brampton Wolves","Rohan Mustafa",AllRounder,0.0
451,"United Arab Emirates","Rohan Mustafa",AllRounder,0.0
451,"United Arab Emirates","Rohan Mustafa",AllRounder,0.0
451,"United Arab Emirates","Rohan Mustafa",AllRounder,0.0
586,India,"Rohit Sharma",Batsman,0.0
586,India,"Rohit Sharma",Batsman,0.0
717,Glamorgan,"Roman Walker",Bowler,0.0
761,"Winnipeg Hawks","Romesh Eranga",Bowler,0.0
524,"Ruby Trichy Warriors","Rooban Raj M",Batsman,0.0
557,"West Indies","Roston Chase",AllRounder,0.0
557,"West Indies","Roston Chase",AllRounder,0.0
551,"West Indies","Rovman Powell",Batsman,0.0
551,"West Indies","Rovman Powell",Batsman,0.0
773,"Winnipeg Hawks","RR Emrit",AllRounder,0.0
776,"Lyca Kovai Kings","RS Jaganath Sinivas",Bowler,0.0
411,"VB Kanchi Veerans","RS Mokit Hariharan",AllRounder,0.0
724,Glamorgan,"Ruaidhri Smith",AllRounder,0.0
796,"Montreal Tigers","Ruvindu Gunasekera",Batsman,0.0
901,Gloucestershire,"Ryan Higgins",AllRounder,0.0
873,Durham,"Ryan Pringle",AllRounder,0.0
517,"TUTI Patriots","S Abishiek",Batsman,0.0
779,"Lyca Kovai Kings","S Ajith Ram",Bowler,0.0
532,"Ruby Trichy Warriors","S Aravind",Batsman,0.0
407,"VB Kanchi Veerans","S Arun",Batsman,0.0
503,"TUTI Patriots","S Boopalan",Bowler,0.0
504,"TUTI Patriots","S Dinesh",Batsman,0.0
415,"VB Kanchi Veerans","S Lokeshwar",WicketKeeper,0.0
780,"Lyca Kovai Kings","S Manigandan",Bowler,0.0
401,"VB Kanchi Veerans","S Siddharth",Batsman,0.0
425,"Dindigul Dragons","S Sujay",Batsman,0.0
425,"Dindigul Dragons","S Sujay",Batsman,0.0
740,"Vancouver Knights","Saad Bin Zafar",Bowler,0.0
645,"Edmonton Royals","Safyaan Sharif",Bowler,0.0
844,Northamptonshire,"Saif Zaib",AllRounder,0.0
830,"Toronto Nationals","Salman Nazar",AllRounder,0.0
921,Kent,"Sam Billings",WicketKeeper,0.0
829,"Toronto Nationals","Sandeep Lamichhane",Bowler,0.0
441,Netherlands,"Saqib Zulfiqar",AllRounder,0.0
441,Netherlands,"Saqib Zulfiqar",AllRounder,0.0
441,Netherlands,"Saqib Zulfiqar",AllRounder,0.0
590,"Loughborough Lightning","Sarah Glenn",Bowler,0.0
590,"Loughborough Lightning","Sarah Glenn",Bowler,0.0
687,"Surrey Stars","Sarah Taylor",WicketKeeper,0.0
687,"Surrey Stars","Sarah Taylor",WicketKeeper,0.0
529,"Ruby Trichy Warriors","Saravana Kumar P",Batsman,0.0
498,"TUTI Patriots","Sathiamoorty Vasanth Saravanan",Batsman,0.0
644,"Edmonton Royals","Satsimranjit Dhindsa",Bowler,0.0
443,Netherlands,"Scott Edwards",WicketKeeper,0.0
443,Netherlands,"Scott Edwards",WicketKeeper,0.0
443,Netherlands,"Scott Edwards",WicketKeeper,0.0
804,"Montreal Tigers","Scott Kuggeleijn",AllRounder,0.0
858,Durham,"Scott Steel",Batsman,0.0
810,"Montreal Tigers","Sean Abbott",Bowler,0.0
925,Kent,"Sean Dickson",Batsman,0.0
435,Netherlands,"Sebastiaan Braat",Bowler,0.0
435,Netherlands,"Sebastiaan Braat",Bowler,0.0
435,Netherlands,"Sebastiaan Braat",Bowler,0.0
655,"Edmonton Royals","Shadab Khan",AllRounder,0.0
651,"Edmonton Royals","Shahid Ahmadzai",Bowler,0.0
775,"Lyca Kovai Kings","Shahrukh Khan",Batsman,0.0
554,"West Indies","Shai Hope",WicketKeeper,0.0
554,"West Indies","Shai Hope",WicketKeeper,0.0
766,"Winnipeg Hawks","Shaiman Anwar",Batsman,0.0
628,"Brampton Wolves","Shakib Al Hasan",AllRounder,0.0
555,"West Indies","Sheldon Cottrell",Bowler,0.0
555,"West Indies","Sheldon Cottrell",Bowler,0.0
647,"Edmonton Royals","Sherfane Rutherford",AllRounder,0.0
583,India,"Shikhar Dhawan",Batsman,0.0
583,India,"Shikhar Dhawan",Batsman,0.0
545,"West Indies","Shimron Hetmyer",Batsman,0.0
545,"West Indies","Shimron Hetmyer",Batsman,0.0
755,"Vancouver Knights","Shoaib Malik",Batsman,0.0
576,India,"Shreyas Iyer",Batsman,0.0
576,India,"Shreyas Iyer",Batsman,0.0
518,"TUTI Patriots","Shubham Mehta",AllRounder,0.0
444,Netherlands,"Sikander Zulfiqar",Batsman,0.0
444,Netherlands,"Sikander Zulfiqar",Batsman,0.0
444,Netherlands,"Sikander Zulfiqar",Batsman,0.0
513,"TUTI Patriots","Sivagnanan Senthilnathan",Batsman,0.0
605,"Western Storm","Smriti Mandhana",Batsman,0.0
636,"Brampton Wolves","SMSK Afridi",AllRounder,0.0
772,"Winnipeg Hawks","Sompal Kami",AllRounder,0.0
614,"Western Storm","Sonia Odedra",Bowler,0.0
469,"Lancashire Thunder","Sophia Dunkley Brown",AllRounder,0.0
469,"Lancashire Thunder","Sophia Dunkley Brown",AllRounder,0.0
468,"Lancashire Thunder","Sophie Ecclestone",Bowler,0.0
468,"Lancashire Thunder","Sophie Ecclestone",Bowler,0.0
613,"Western Storm","Sophie Luff",Batsman,0.0
481,"Southern Vipers","Sophie Molineux",AllRounder,0.0
481,"Southern Vipers","Sophie Molineux",AllRounder,0.0
497,"TUTI Patriots","SP Nathan",Batsman,0.0
805,"Montreal Tigers","SR Taylor",AllRounder,0.0
493,"Southern Vipers","Stafanie Taylor",AllRounder,0.0
493,"Southern Vipers","Stafanie Taylor",AllRounder,0.0
447,Netherlands,"Stephan Myburgh",Batsman,0.0
447,Netherlands,"Stephan Myburgh",Batsman,0.0
447,Netherlands,"Stephan Myburgh",Batsman,0.0
871,Durham,"Stuart Poynter",WicketKeeper,0.0
885,Gloucestershire,"Stuart Whittingham",Bowler,0.0
510,"TUTI Patriots","Subramania Siva",Batsman,0.0
500,"TUTI Patriots","Subramanian Anand",Batsman,0.0
453,"United Arab Emirates","Sultan Ahmed",WicketKeeper,0.0
453,"United Arab Emirates","Sultan Ahmed",WicketKeeper,0.0
453,"United Arab Emirates","Sultan Ahmed",WicketKeeper,0.0
429,"Dindigul Dragons","Sumant Jain",Batsman,0.0
429,"Dindigul Dragons","Sumant Jain",Batsman,0.0
465,"Lancashire Thunder","Sune Luus",Bowler,0.0
465,"Lancashire Thunder","Sune Luus",Bowler,0.0
547,"West Indies","Sunil Narine",Bowler,0.0
547,"West Indies","Sunil Narine",Bowler,0.0
547,"Montreal Tigers","Sunil Narine",Bowler,0.0
760,"Winnipeg Hawks","Sunny Sohal",Batsman,0.0
782,"Lyca Kovai Kings","Suresh Babu",Bowler,0.0
536,"Ruby Trichy Warriors","Suresh Kumar",AllRounder,0.0
488,"Southern Vipers","Suzie Bates",AllRounder,0.0
488,"Southern Vipers","Suzie Bates",AllRounder,0.0
783,"Lyca Kovai Kings","T Natarajan",Bowler,0.0
471,"Lancashire Thunder","Tahlia  McGrath",AllRounder,0.0
471,"Lancashire Thunder","Tahlia  McGrath",AllRounder,0.0
487,"Southern Vipers","Tammy Beaumont",WicketKeeper,0.0
487,"Southern Vipers","Tammy Beaumont",WicketKeeper,0.0
602,"Loughborough Lightning","Tara Norris",Bowler,0.0
602,"Loughborough Lightning","Tara Norris",Bowler,0.0
480,"Southern Vipers","Tash Farrant",Bowler,0.0
480,"Southern Vipers","Tash Farrant",Bowler,0.0
756,"Vancouver Knights","TG Southee",Bowler,0.0
520,"Ruby Trichy Warriors","Thillak R S",Bowler,0.0
814,"Montreal Tigers","Thisara Perera",AllRounder,0.0
637,"Brampton Wolves","Timil Patel",AllRounder,0.0
714,Glamorgan,"Timm van der Gugten",Bowler,0.0
754,"Vancouver Knights","Tobias Visee",WicketKeeper,0.0
725,Glamorgan,"Tom Cullen",WicketKeeper,0.0
691,Sussex,"Tom Haines",Batsman,0.0
882,Gloucestershire,"Tom Price",AllRounder,0.0
896,Gloucestershire,"Tom Smith",AllRounder,0.0
838,Northamptonshire,"Tom Sole",Bowler,0.0
439,Netherlands,"Tonny Staal",AllRounder,0.0
439,Netherlands,"Tonny Staal",AllRounder,0.0
439,Netherlands,"Tonny Staal",AllRounder,0.0
815,"Toronto Nationals","Trent Boult",Bowler,0.0
689,Sussex,"TS Mills",Bowler,0.0
404,"VB Kanchi Veerans","U Mukilesh",Batsman,0.0
408,"VB Kanchi Veerans","U Vishal",AllRounder,0.0
768,"Winnipeg Hawks","Umair Ghani",Bowler,0.0
767,"Winnipeg Hawks","Umar Akmal",WicketKeeper,0.0
570,India,"Umesh Yadav",Bowler,0.0
570,India,"Umesh Yadav",Bowler,0.0
499,"TUTI Patriots","V Athisayaraj Davidson",Bowler,0.0
424,"Dindigul Dragons","Varun M Totadri",Bowler,0.0
424,"Dindigul Dragons","Varun M Totadri",Bowler,0.0
771,"Winnipeg Hawks","Varun Sehdev",Batsman,0.0
569,India,"Virat Kohli",Batsman,0.0
569,India,"Virat Kohli",Batsman,0.0
438,Netherlands,"VJ Kingma",Bowler,0.0
438,Netherlands,"VJ Kingma",Bowler,0.0
438,Netherlands,"VJ Kingma",Bowler,0.0
638,"Brampton Wolves","Wahab Riaz",Bowler,0.0
458,"United Arab Emirates","Waheed Ahmed",Batsman,0.0
458,"United Arab Emirates","Waheed Ahmed",Batsman,0.0
458,"United Arab Emirates","Waheed Ahmed",Batsman,0.0
509,"TUTI Patriots","Washington Sundar",AllRounder,0.0
509,India,"Washington Sundar",AllRounder,0.0
509,India,"Washington Sundar",AllRounder,0.0
507,"TUTI Patriots","Wilkins Victor",AllRounder,0.0
700,Sussex,"Will Beer",Bowler,0.0
703,Sussex,"Will Sheffield",Bowler,0.0
868,Durham,"Will Smith",AllRounder,0.0
895,Gloucestershire,"William Andrew Tavare",Batsman,0.0
723,Glamorgan,"William Thomas Root",Batsman,0.0
589,India,"WP Saha",WicketKeeper,0.0
589,India,"WP Saha",WicketKeeper,0.0
795,"Montreal Tigers","Yax Patel",Bowler,0.0
575,India,"YS Chahal",Bowler,0.0
575,India,"YS Chahal",Bowler,0.0
821,"Toronto Nationals","Yuvraj Singh",Batsman,0.0
456,"Brampton Wolves","Zahoor Khan",Bowler,0.0
456,"United Arab Emirates","Zahoor Khan",Bowler,0.0
456,"United Arab Emirates","Zahoor Khan",Bowler,0.0
456,"United Arab Emirates","Zahoor Khan",Bowler,0.0
903,Kent,"Zak Crawley",Batsman,0.0
462,"United Arab Emirates","Zawar Farid",Batsman,0.0
462,"United Arab Emirates","Zawar Farid",Batsman,0.0
462,"United Arab Emirates","Zawar Farid",Batsman,0.0
